Dependent_count,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Avg_Utilization_Ratio
4,Less than $40K,Blue,24,8014,1596,0.175
2,$60K - $80K,Blue,28,2540,2384,0.552
4,Less than $40K,Blue,26,4002,2114,0.35
5,$80K - $120K,Blue,42,12882,4407,0.109
2,Less than $40K,Blue,38,6674,7468,0.21
1,$80K - $120K,Blue,49,2437,1651,0.574
2,Less than $40K,Blue,39,4752,3404,0.295
2,$40K - $60K,Blue,41,2582,2144,0.542
4,Less than $40K,Blue,37,7492,3668,0.187
3,$40K - $60K,Gold,36,23981,14840,0.058
1,Less than $40K,Blue,14,2897,2698,0.483
2,Less than $40K,Blue,27,1726,5228,0.81
3,Less than $40K,Blue,36,6077,2837,0.23
2,$80K - $120K,Blue,43,4039,1494,0.346
2,Unknown,Blue,51,3875,2312,0.361
3,$60K - $80K,Blue,38,6318,4166,0.221
1,Less than $40K,Blue,36,7075,4409,0.197
3,$40K - $60K,Blue,37,2476,8785,0.564
2,Unknown,Blue,41,15101,13545,0.092
0,$60K - $80K,Blue,39,19719,3572,0.071
4,$60K - $80K,Blue,26,5633,3695,0.248
1,$80K - $120K,Blue,45,15030,7603,0.093
1,Less than $40K,Blue,46,2203,1788,0.633
0,$60K - $80K,Blue,55,6479,1618,0.215
2,Unknown,Blue,41,5659,1570,0.246
2,Unknown,Blue,28,5666,5015,0.246
2,Less than $40K,Blue,30,2077,1629,0.67
1,$40K - $60K,Blue,53,6035,1551,0.231
0,Less than $40K,Blue,46,2165,4194,0.643
2,Less than $40K,Blue,32,2890,4233,0.482
2,$40K - $60K,Blue,36,2956,2116,0.471
1,$40K - $60K,Blue,32,10266,1720,0.135
1,Unknown,Blue,36,17970,13204,0.077
2,$60K - $80K,Blue,47,13848,1773,0.1
2,$60K - $80K,Blue,28,19826,3561,0.07
3,$40K - $60K,Blue,41,7570,3849,0.183
0,$40K - $60K,Blue,25,4493,17744,0.309
3,$40K - $60K,Blue,45,1813,1468,0.765
1,$40K - $60K,Silver,28,15713,4775,0.088
3,Less than $40K,Blue,25,2307,2440,0.6
0,Less than $40K,Blue,22,1864,1662,0.742
4,Less than $40K,Silver,32,13719,3774,0.101
5,$80K - $120K,Blue,25,25601,12896,0.054
0,$40K - $60K,Blue,29,6991,14994,0.198
4,$40K - $60K,Blue,31,2128,3968,0.65
2,$120K +,Blue,44,34516,8604,0.04
3,Less than $40K,Silver,36,14057,4729,0.098
2,$120K +,Silver,39,34516,14696,0.04
2,$120K +,Blue,34,3659,16252,0.377
1,$40K - $60K,Blue,18,4726,1723,0.292
4,Less than $40K,Blue,26,1859,4260,0.742
5,$80K - $120K,Blue,31,12114,3964,0.114
1,$40K - $60K,Blue,23,6990,1479,0.197
1,Unknown,Blue,36,10798,13681,0.128
4,Unknown,Blue,36,7469,15225,0.184
2,$40K - $60K,Blue,29,2162,1555,0.637
5,Less than $40K,Blue,33,2837,3928,0.485
3,Less than $40K,Blue,28,2029,4014,0.679
3,Unknown,Blue,46,1900,1881,0.724
2,Unknown,Blue,23,18332,4095,0.075
3,$60K - $80K,Blue,36,2253,1324,0.61
2,$40K - $60K,Blue,36,11239,3978,0.122
3,Less than $40K,Blue,48,3968,4641,0.346
3,$40K - $60K,Blue,49,5335,1435,0.257
3,$80K - $120K,Blue,50,8022,1794,0.171
1,$40K - $60K,Blue,36,2483,1704,0.553
4,$80K - $120K,Blue,38,5543,5266,0.248
5,Less than $40K,Gold,38,15987,15058,0.086
2,$60K - $80K,Blue,36,2296,5483,0.597
2,$120K +,Blue,33,30137,3522,0.045
4,Unknown,Blue,42,16424,4025,0.083
0,$60K - $80K,Blue,36,4230,1480,0.323
3,$40K - $60K,Blue,36,5238,1834,0.261
4,$80K - $120K,Blue,36,7558,3676,0.18
1,$80K - $120K,Blue,27,25516,2317,0.053
3,$60K - $80K,Blue,28,16443,4252,0.083
2,Less than $40K,Blue,28,6660,2660,0.205
2,Unknown,Blue,27,4009,4506,0.339
4,$80K - $120K,Blue,44,12174,14743,0.112
0,$80K - $120K,Silver,40,34516,1033,0.039
2,$80K - $120K,Blue,35,6779,3434,0.2
2,$120K +,Blue,36,2981,1648,0.456
0,Less than $40K,Blue,36,7112,4951,0.191
0,$80K - $120K,Gold,50,34516,13722,0.039
2,Unknown,Blue,43,10351,4572,0.131
4,$40K - $60K,Silver,36,15034,7737,0.09
3,Less than $40K,Blue,36,4542,4011,0.298
1,$40K - $60K,Blue,36,3705,16089,0.366
2,Less than $40K,Blue,38,2375,5000,0.57
1,$40K - $60K,Blue,36,5039,3300,0.268
3,$80K - $120K,Blue,36,30579,1289,0.044
1,Unknown,Blue,47,4058,4388,0.332
4,Less than $40K,Blue,41,1491,4365,0.905
1,$80K - $120K,Blue,31,5898,1002,0.229
1,$60K - $80K,Blue,55,3264,1665,0.413
1,Less than $40K,Blue,42,2215,4656,0.608
2,Unknown,Blue,36,2319,7558,0.581
3,Less than $40K,Blue,26,2256,4893,0.597
0,$60K - $80K,Blue,36,3232,5102,0.416
3,$40K - $60K,Blue,34,2259,7745,0.596
3,$80K - $120K,Blue,38,12918,1562,0.104
2,Less than $40K,Gold,55,15987,3640,0.084
4,Less than $40K,Blue,39,2035,4643,0.66
3,Less than $40K,Blue,49,2598,4692,0.517
2,$120K +,Blue,51,4675,8037,0.287
3,$80K - $120K,Blue,42,17302,1181,0.077
3,Less than $40K,Silver,36,11884,4134,0.113
1,$40K - $60K,Blue,46,1871,4553,0.716
3,$80K - $120K,Blue,26,8480,4070,0.158
1,$40K - $60K,Blue,47,2151,3446,0.622
3,Less than $40K,Blue,36,4838,2641,0.277
5,Less than $40K,Blue,36,8896,4252,0.15
1,Less than $40K,Blue,32,1780,4268,0.752
3,$40K - $60K,Blue,36,2205,1591,0.606
3,Less than $40K,Blue,34,2641,4224,0.506
4,$40K - $60K,Blue,31,2517,5211,0.531
4,$40K - $60K,Blue,32,7316,1849,0.182
4,$40K - $60K,Blue,30,4432,4144,0.301
2,Less than $40K,Blue,36,3350,4906,0.399
3,$40K - $60K,Blue,36,10960,3480,0.122
3,Less than $40K,Blue,36,4416,4894,0.302
4,Unknown,Blue,33,8230,7736,0.162
3,$80K - $120K,Blue,28,31743,4293,0.042
4,Less than $40K,Blue,36,2374,4253,0.561
5,Less than $40K,Blue,33,2169,3833,0.613
3,$40K - $60K,Blue,31,2768,4275,0.48
2,$40K - $60K,Blue,36,3785,15209,0.351
2,$40K - $60K,Blue,37,10991,3692,0.121
1,Unknown,Blue,33,3119,4659,0.426
2,Less than $40K,Blue,44,5031,1433,0.264
3,Unknown,Blue,33,15292,5120,0.087
4,$60K - $80K,Blue,44,1973,1587,0.671
2,Less than $40K,Blue,47,2238,4108,0.592
4,Less than $40K,Blue,27,8587,8854,0.154
2,Less than $40K,Blue,41,2168,2499,0.61
2,$60K - $80K,Blue,36,5605,2338,0.236
4,$80K - $120K,Blue,36,21526,14441,0.061
1,$80K - $120K,Blue,38,11373,1976,0.116
3,$40K - $60K,Blue,36,3979,4598,0.331
4,Less than $40K,Blue,27,1736,5045,0.76
3,Less than $40K,Blue,34,3094,3607,0.426
4,Less than $40K,Blue,26,2494,2946,0.528
2,$80K - $120K,Silver,36,34516,3542,0.038
4,$40K - $60K,Blue,35,1786,4306,0.737
2,$120K +,Blue,36,23700,1644,0.055
1,$80K - $120K,Blue,41,18749,1381,0.07
1,$120K +,Blue,41,27858,1772,0.047
4,Less than $40K,Blue,30,1791,5109,0.734
3,Less than $40K,Blue,36,1853,5331,0.709
4,Unknown,Blue,28,2515,4370,0.522
0,Less than $40K,Blue,36,1976,1498,0.663
2,$80K - $120K,Blue,45,21953,1413,0.06
1,Less than $40K,Blue,50,1584,4203,0.828
2,$60K - $80K,Blue,36,5619,1816,0.233
3,$80K - $120K,Blue,38,29200,3042,0.045
1,Less than $40K,Silver,41,14563,6408,0.09
1,Less than $40K,Blue,43,2827,3291,0.463
4,Less than $40K,Blue,38,3331,3946,0.392
0,$80K - $120K,Blue,47,3278,1374,0.398
0,Less than $40K,Blue,21,6315,2205,0.207
2,Less than $40K,Blue,36,3106,1368,0.42
3,$80K - $120K,Blue,32,11671,4168,0.112
2,Less than $40K,Blue,41,2799,3971,0.466
0,$40K - $60K,Blue,47,2194,4962,0.593
2,$120K +,Blue,44,27745,1525,0.047
2,$60K - $80K,Blue,36,13961,783,0.093
2,Unknown,Blue,36,2500,3673,0.519
0,$40K - $60K,Blue,56,5876,2133,0.221
3,$60K - $80K,Blue,36,11121,13814,0.117
1,$120K +,Blue,32,11840,1560,0.109
4,$120K +,Blue,30,25188,1513,0.051
0,$80K - $120K,Blue,43,1883,5187,0.688
3,$80K - $120K,Blue,35,13551,1388,0.095
2,Less than $40K,Blue,41,3632,4339,0.356
2,$60K - $80K,Blue,35,1849,4678,0.699
4,Less than $40K,Blue,31,1888,1517,0.684
5,$40K - $60K,Blue,35,11115,3956,0.116
0,$120K +,Blue,36,18733,5080,0.069
1,$80K - $120K,Blue,26,21927,1946,0.059
1,Less than $40K,Blue,38,3773,4697,0.342
4,$40K - $60K,Silver,34,15471,3993,0.083
0,$80K - $120K,Blue,39,2221,8618,0.581
4,$80K - $120K,Blue,27,24134,13311,0.053
1,Less than $40K,Blue,36,3992,2181,0.323
2,Unknown,Silver,28,32250,15785,0.04
2,$60K - $80K,Blue,35,2131,4264,0.604
1,Less than $40K,Blue,32,2724,4171,0.473
0,Less than $40K,Silver,21,14305,14769,0.09
2,Less than $40K,Blue,40,2481,1825,0.519
2,$80K - $120K,Blue,30,2770,2920,0.464
4,$60K - $80K,Gold,32,34516,15279,0.037
4,Less than $40K,Blue,26,1783,3853,0.719
2,$120K +,Blue,37,8956,4814,0.143
4,$120K +,Silver,46,34516,4615,0.037
3,Less than $40K,Blue,36,1556,1615,0.821
3,$80K - $120K,Silver,38,34516,4699,0.037
2,$40K - $60K,Blue,36,2295,2245,0.556
1,$40K - $60K,Silver,26,15504,14181,0.082
4,$40K - $60K,Blue,27,5535,1764,0.231
2,$80K - $120K,Blue,42,9873,4613,0.129
2,Less than $40K,Blue,39,2673,4119,0.477
1,$60K - $80K,Blue,45,10344,1617,0.123
0,Unknown,Blue,51,10826,1355,0.118
3,Unknown,Silver,36,34516,4777,0.037
2,Unknown,Blue,42,24927,14603,0.051
1,Less than $40K,Blue,36,1913,1448,0.665
4,Unknown,Blue,51,3334,4284,0.382
4,Less than $40K,Blue,32,2350,4647,0.541
2,$40K - $60K,Blue,36,2329,4382,0.546
2,Less than $40K,Blue,41,4745,1519,0.268
4,Unknown,Blue,40,2586,4481,0.491
3,Less than $40K,Blue,33,1968,4199,0.645
4,$80K - $120K,Blue,40,3429,4422,0.37
1,$40K - $60K,Blue,29,4323,3078,0.293
2,Less than $40K,Blue,28,3079,14540,0.411
3,$120K +,Blue,51,34516,1161,0.037
4,$60K - $80K,Blue,30,13919,3699,0.091
2,Less than $40K,Blue,28,2275,5626,0.556
2,Less than $40K,Blue,36,8087,2429,0.156
2,$80K - $120K,Blue,41,23271,1402,0.054
0,Less than $40K,Blue,56,4460,1877,0.283
3,Less than $40K,Blue,44,2030,4851,0.622
4,$80K - $120K,Blue,34,23539,1485,0.054
3,Less than $40K,Silver,39,12222,3418,0.103
2,Unknown,Blue,41,2046,4228,0.616
1,$80K - $120K,Blue,36,34516,14576,0.037
3,$80K - $120K,Blue,28,2672,2487,0.471
3,$40K - $60K,Blue,45,9117,3837,0.138
1,$40K - $60K,Blue,33,2255,4309,0.558
1,Less than $40K,Blue,36,3101,1681,0.405
2,$60K - $80K,Blue,30,21695,2266,0.058
1,Less than $40K,Blue,43,2126,4340,0.591
2,$60K - $80K,Blue,38,7062,3432,0.178
2,$40K - $60K,Blue,20,11068,3812,0.113
1,Less than $40K,Blue,36,2077,4226,0.604
2,Less than $40K,Blue,44,9149,14401,0.137
1,Less than $40K,Silver,43,10797,1739,0.116
1,$120K +,Blue,36,19630,2286,0.064
1,Less than $40K,Blue,53,2903,4555,0.431
0,$40K - $60K,Blue,52,2052,1208,0.609
2,$120K +,Blue,36,27389,2754,0.046
4,Less than $40K,Blue,33,2097,4148,0.596
4,$60K - $80K,Blue,33,2067,4565,0.605
4,Less than $40K,Blue,26,2295,3834,0.545
2,$40K - $60K,Blue,36,2136,7782,0.585
3,$40K - $60K,Silver,36,16138,1198,0.077
2,$40K - $60K,Blue,53,2642,4897,0.473
5,Less than $40K,Blue,33,2288,4504,0.546
3,Less than $40K,Blue,36,2873,3943,0.434
1,Less than $40K,Blue,35,4406,3964,0.283
3,Less than $40K,Blue,29,1878,4650,0.664
0,Less than $40K,Blue,36,1841,1819,0.677
2,Unknown,Blue,27,13429,3929,0.093
4,Less than $40K,Blue,28,2205,4921,0.565
3,$40K - $60K,Blue,48,3585,1344,0.347
4,$80K - $120K,Blue,33,6548,4354,0.19
2,Less than $40K,Blue,36,2368,4289,0.525
3,Unknown,Blue,36,1630,1884,0.763
1,$40K - $60K,Silver,36,15248,4758,0.081
2,$40K - $60K,Blue,33,4589,1637,0.27
1,Unknown,Blue,38,23007,3395,0.054
1,$40K - $60K,Blue,28,3601,1802,0.343
0,$80K - $120K,Blue,34,5293,4572,0.234
1,Less than $40K,Blue,46,2081,1337,0.593
5,Unknown,Blue,36,12581,4427,0.098
3,Less than $40K,Blue,36,7199,4050,0.172
1,Less than $40K,Blue,37,5594,5220,0.221
5,Less than $40K,Blue,34,2490,8065,0.496
2,$40K - $60K,Blue,17,4626,14740,0.266
0,$40K - $60K,Blue,36,4115,3627,0.299
1,$80K - $120K,Blue,24,13363,1815,0.092
3,$120K +,Silver,42,34516,2100,0.036
0,Less than $40K,Silver,36,10110,4063,0.122
2,$120K +,Blue,36,34516,1797,0.036
1,$60K - $80K,Blue,37,16739,4014,0.073
5,$80K - $120K,Blue,35,2226,4928,0.552
4,Unknown,Blue,36,5349,1343,0.23
0,$80K - $120K,Blue,56,29100,5041,0.042
1,$80K - $120K,Blue,40,4745,1140,0.259
4,$40K - $60K,Blue,35,12914,2082,0.095
3,$40K - $60K,Blue,30,8969,2568,0.137
5,Less than $40K,Blue,26,1438.3,3889,0.852
1,$60K - $80K,Blue,36,20050,1306,0.061
5,Less than $40K,Blue,24,2003,1756,0.611
4,Less than $40K,Blue,33,1762,4899,0.695
1,$60K - $80K,Blue,24,4116,1657,0.297
0,$40K - $60K,Blue,30,1438.3,2181,0.85
4,$40K - $60K,Blue,16,4370,7223,0.28
0,Less than $40K,Blue,36,2367,5568,0.515
2,$40K - $60K,Blue,44,3360,1309,0.363
2,$60K - $80K,Blue,28,1911,1965,0.637
4,Unknown,Blue,36,7469,13614,0.163
3,Less than $40K,Blue,48,1953,4253,0.622
2,Less than $40K,Blue,26,4531,1414,0.268
4,$60K - $80K,Blue,42,5715,3685,0.212
3,Less than $40K,Blue,36,1438.3,2445,0.844
2,$120K +,Blue,33,20891,14641,0.058
3,Less than $40K,Blue,40,2922,3895,0.415
2,$80K - $120K,Blue,47,9959,1584,0.121
1,$120K +,Blue,48,2585,1590,0.467
1,$80K - $120K,Blue,42,10696,2489,0.113
3,$60K - $80K,Blue,46,8184,2140,0.147
1,$60K - $80K,Silver,29,26750,1131,0.045
3,$40K - $60K,Silver,26,15104,4259,0.08
2,Less than $40K,Blue,37,4254,5385,0.283
4,$80K - $120K,Blue,33,31458,4202,0.038
0,$60K - $80K,Blue,43,3797,4191,0.317
4,$60K - $80K,Blue,31,21226,14103,0.057
3,$60K - $80K,Blue,31,17126,3891,0.07
1,$80K - $120K,Blue,26,9819,2198,0.122
2,$60K - $80K,Blue,51,5479,7960,0.219
3,$60K - $80K,Blue,31,4940,3246,0.243
3,$80K - $120K,Silver,39,34516,4826,0.035
2,Less than $40K,Blue,36,2156,5092,0.556
3,$120K +,Blue,36,17268,4077,0.069
2,$80K - $120K,Blue,36,12230,3659,0.098
1,Less than $40K,Blue,36,1472,4859,0.812
3,$40K - $60K,Blue,26,2032,4479,0.588
1,$60K - $80K,Blue,31,20144,14287,0.059
4,$80K - $120K,Blue,36,34173,3731,0.035
2,Less than $40K,Blue,29,2029,1802,0.586
2,$120K +,Blue,42,34516,2862,0.034
3,Less than $40K,Silver,31,13608,3118,0.087
3,Less than $40K,Blue,33,3815,4430,0.312
4,$80K - $120K,Blue,36,32949,14892,0.036
3,$60K - $80K,Blue,36,5489,3215,0.217
3,Less than $40K,Blue,36,4790,4544,0.248
3,$120K +,Blue,20,27499,2202,0.043
2,Less than $40K,Blue,33,3855,3885,0.308
2,$80K - $120K,Blue,36,19595,3811,0.061
3,$60K - $80K,Blue,33,15468,4484,0.077
4,Less than $40K,Gold,36,15987,7471,0.074
1,$80K - $120K,Blue,45,16813,1482,0.07
3,$40K - $60K,Blue,19,2186,2614,0.542
2,Less than $40K,Blue,35,5544,1336,0.214
3,$60K - $80K,Blue,28,5479,14728,0.216
3,Unknown,Blue,40,2827,4583,0.418
2,Less than $40K,Blue,48,8259,7957,0.143
1,$80K - $120K,Blue,30,19300,2660,0.061
4,Less than $40K,Blue,31,1758,2013,0.671
2,$80K - $120K,Blue,24,34516,2329,0.034
4,$40K - $60K,Blue,36,2219,8686,0.532
2,Unknown,Blue,36,5099,3819,0.231
3,$40K - $60K,Blue,36,8155,14955,0.144
3,$40K - $60K,Blue,28,1640,3124,0.718
2,$40K - $60K,Blue,24,1553,4549,0.758
1,$60K - $80K,Blue,22,4248,13958,0.277
0,$40K - $60K,Blue,24,3735,1564,0.315
2,$60K - $80K,Blue,32,2865,3462,0.41
3,Less than $40K,Blue,35,2141,4317,0.549
5,Less than $40K,Blue,33,5814,3796,0.202
2,$40K - $60K,Blue,41,7362,17390,0.16
3,Less than $40K,Blue,22,1938,4606,0.606
1,Unknown,Blue,30,5647,4868,0.208
1,$40K - $60K,Blue,47,3735,8193,0.315
1,Less than $40K,Blue,34,3534,13588,0.332
3,$40K - $60K,Blue,36,12740,3441,0.092
3,$60K - $80K,Silver,13,28174,16258,0.042
4,Unknown,Blue,41,5239,4241,0.224
5,Less than $40K,Blue,36,4512,14414,0.26
2,$60K - $80K,Blue,37,3786,5369,0.309
4,$80K - $120K,Blue,36,34516,3785,0.034
2,$40K - $60K,Blue,36,1561,4391,0.749
2,Less than $40K,Blue,43,1745,4562,0.669
2,$80K - $120K,Blue,46,25737,7722,0.045
2,$120K +,Blue,36,11791,14885,0.099
3,Less than $40K,Blue,35,1872,2238,0.623
1,$80K - $120K,Blue,44,8031,3576,0.145
1,$60K - $80K,Blue,36,15221,3848,0.077
3,$80K - $120K,Blue,35,8376,4142,0.139
3,Less than $40K,Blue,26,1910,2028,0.609
0,Less than $40K,Blue,13,1775,2169,0.655
0,Unknown,Blue,36,5843,4405,0.199
4,$80K - $120K,Blue,39,1438.3,4598,0.808
3,$120K +,Silver,42,34516,8212,0.034
2,$80K - $120K,Blue,36,16026,4418,0.072
2,Less than $40K,Blue,43,2041,3588,0.567
2,$120K +,Blue,38,16494,7761,0.07
2,Unknown,Blue,37,14470,1207,0.08
2,$40K - $60K,Blue,29,4955,1824,0.234
3,Less than $40K,Blue,36,7596,4338,0.152
3,Less than $40K,Blue,35,1717,4301,0.673
2,$120K +,Silver,23,34516,4486,0.033
4,Less than $40K,Blue,30,4829,4778,0.239
1,Less than $40K,Blue,43,1957,4546,0.589
5,$80K - $120K,Blue,40,29227,8420,0.039
2,$60K - $80K,Blue,23,5663,2553,0.203
3,Less than $40K,Silver,40,10062,1964,0.114
3,Less than $40K,Blue,17,8861,8387,0.13
3,$60K - $80K,Blue,36,15524,13819,0.074
1,Less than $40K,Blue,36,5158,13113,0.223
1,$80K - $120K,Blue,42,6214,938,0.185
1,$60K - $80K,Blue,46,4188,1276,0.274
3,$80K - $120K,Blue,28,11521,2260,0.1
2,$60K - $80K,Blue,34,3828,4558,0.299
0,$40K - $60K,Silver,26,22054,8055,0.052
1,Less than $40K,Blue,36,1737,1954,0.659
1,Less than $40K,Blue,40,2178,1724,0.525
3,$60K - $80K,Blue,50,5282,13513,0.217
4,$80K - $120K,Blue,33,4552,14418,0.251
3,$80K - $120K,Blue,39,29659,1193,0.039
3,$120K +,Blue,36,5807,8000,0.197
2,Unknown,Blue,34,19373,1792,0.059
2,Less than $40K,Blue,36,3818,14731,0.299
3,$80K - $120K,Blue,37,28390,4631,0.04
2,$40K - $60K,Blue,36,1438.3,4485,0.793
4,$120K +,Blue,35,18232,4775,0.063
2,$60K - $80K,Blue,42,16703,15472,0.068
1,Less than $40K,Blue,36,3839,14791,0.297
2,$80K - $120K,Blue,48,8082,4277,0.141
2,$80K - $120K,Blue,41,2877,4006,0.395
3,$60K - $80K,Blue,26,2973,4342,0.382
5,$40K - $60K,Blue,31,5302,4883,0.214
1,$40K - $60K,Blue,19,3657,16236,0.31
2,Unknown,Blue,47,2156,4120,0.526
4,Less than $40K,Blue,36,6769,7986,0.167
3,Less than $40K,Blue,36,6182,3546,0.183
1,Unknown,Blue,36,5018,4028,0.225
0,$80K - $120K,Silver,19,34516,14716,0.033
1,$80K - $120K,Blue,26,6407,14471,0.176
2,Less than $40K,Blue,24,3438,2331,0.328
1,Less than $40K,Blue,36,6335,1217,0.178
2,Less than $40K,Blue,45,2261,4456,0.498
0,Less than $40K,Blue,55,2645,4251,0.426
4,$120K +,Blue,37,34516,1736,0.033
1,Less than $40K,Blue,36,1928,2190,0.584
3,$60K - $80K,Blue,42,1922,8049,0.585
3,$120K +,Blue,35,4916,4813,0.228
2,Less than $40K,Blue,40,5207,7153,0.215
3,$60K - $80K,Blue,36,1896,4028,0.59
4,$40K - $60K,Blue,36,2155,5441,0.519
3,$60K - $80K,Blue,45,21872,1806,0.051
2,Less than $40K,Blue,34,3702,2585,0.302
0,$40K - $60K,Blue,16,3178,2010,0.352
5,$60K - $80K,Blue,25,5597,4599,0.2
3,Unknown,Blue,47,1822,4576,0.614
2,$80K - $120K,Silver,39,34516,7734,0.032
4,Less than $40K,Blue,32,2624,3929,0.426
0,Less than $40K,Blue,36,3175,14071,0.351
0,Less than $40K,Blue,56,2609,4546,0.427
3,$80K - $120K,Blue,19,1518,3595,0.735
1,Less than $40K,Blue,43,1822,5210,0.611
0,$40K - $60K,Blue,22,4048,1757,0.275
1,$60K - $80K,Blue,48,14257,1809,0.078
4,$80K - $120K,Blue,42,5738,1922,0.194
3,$40K - $60K,Blue,36,1663,2978,0.669
2,$40K - $60K,Blue,38,1963,4821,0.566
0,Less than $40K,Blue,30,1604,4253,0.693
4,Less than $40K,Blue,26,2206,5196,0.503
1,Less than $40K,Gold,21,15261,15442,0.073
2,Unknown,Blue,36,2418,3541,0.457
2,$80K - $120K,Blue,24,9366,1303,0.118
1,$40K - $60K,Blue,32,3812,4080,0.289
2,$60K - $80K,Blue,44,6054,3998,0.182
3,Less than $40K,Blue,36,2020,4951,0.546
1,Less than $40K,Blue,36,2340,4501,0.471
5,$40K - $60K,Blue,47,2038,4784,0.539
3,$80K - $120K,Blue,33,34516,15490,0.032
4,Unknown,Blue,36,23000,3886,0.048
3,Less than $40K,Blue,24,5544,3829,0.198
3,$80K - $120K,Blue,29,11422,2439,0.096
3,Less than $40K,Blue,23,4284,3095,0.255
3,Less than $40K,Blue,36,2187,4222,0.5
4,$80K - $120K,Blue,36,10492,13764,0.104
1,Unknown,Blue,36,6730,4814,0.162
2,Less than $40K,Blue,36,1654,4596,0.661
3,$80K - $120K,Blue,27,19150,8327,0.057
2,$40K - $60K,Blue,36,2540,9339,0.43
2,Less than $40K,Blue,37,6118,4434,0.178
0,Less than $40K,Blue,17,4868,2907,0.224
1,$60K - $80K,Silver,37,25270,1941,0.043
5,Less than $40K,Blue,26,3139,4648,0.347
3,Less than $40K,Blue,36,1953,4636,0.558
3,Unknown,Blue,38,6448,4990,0.169
2,$60K - $80K,Blue,37,8787,4537,0.124
3,Unknown,Blue,40,3595,4534,0.302
3,$60K - $80K,Blue,36,22651,3915,0.048
2,$60K - $80K,Gold,33,34516,4805,0.031
3,Less than $40K,Blue,36,2040,4751,0.531
3,$40K - $60K,Blue,36,2132,4874,0.508
3,$80K - $120K,Blue,43,34516,14319,0.031
1,Less than $40K,Blue,48,2440,3017,0.444
2,$120K +,Blue,32,25645,4302,0.042
3,$80K - $120K,Blue,47,10230,1484,0.106
2,$60K - $80K,Blue,46,14316,1313,0.076
3,$40K - $60K,Blue,28,1864,2607,0.58
2,$40K - $60K,Silver,30,17706,3680,0.061
2,$80K - $120K,Blue,51,12186,4785,0.089
0,Less than $40K,Blue,17,4445,5373,0.243
1,$60K - $80K,Blue,36,13840,4190,0.078
1,Unknown,Blue,36,11210,7206,0.096
1,$80K - $120K,Blue,50,23412,1786,0.046
0,Less than $40K,Blue,40,1845,4319,0.583
1,Less than $40K,Blue,50,8604,4705,0.125
3,Less than $40K,Blue,17,1468,2050,0.732
1,Less than $40K,Blue,39,2029,4802,0.529
3,$80K - $120K,Blue,40,21877,3283,0.049
3,$120K +,Silver,44,34516,4485,0.031
3,Less than $40K,Blue,37,2105,4833,0.509
1,$40K - $60K,Silver,51,15164,13062,0.071
3,$40K - $60K,Blue,29,1982,3058,0.539
3,Less than $40K,Blue,36,2188,4537,0.488
4,Less than $40K,Blue,36,5056,15926,0.211
3,Less than $40K,Blue,36,4133,16100,0.258
3,Unknown,Blue,28,9371,4754,0.114
3,$80K - $120K,Blue,24,3437,5110,0.31
2,$120K +,Blue,21,6259,1836,0.17
2,$40K - $60K,Blue,17,3323,4610,0.32
2,$60K - $80K,Blue,31,9871,1683,0.107
1,$60K - $80K,Blue,54,23355,8634,0.045
4,Less than $40K,Blue,36,1438.3,1253,0.737
3,$40K - $60K,Silver,39,18341,7584,0.058
2,Less than $40K,Blue,25,9874,4369,0.107
2,Less than $40K,Blue,27,2490,12257,0.425
3,$40K - $60K,Blue,36,2804,5033,0.377
4,Less than $40K,Blue,22,1438.3,4885,0.734
0,$40K - $60K,Blue,48,3616,687,0.291
3,$80K - $120K,Blue,30,11229,1898,0.094
2,$40K - $60K,Blue,36,4947,3479,0.213
1,Less than $40K,Blue,27,2283,4571,0.461
1,$60K - $80K,Blue,46,2541,4552,0.414
2,$120K +,Blue,45,26729,4140,0.039
1,$40K - $60K,Blue,28,11557,4064,0.091
2,$80K - $120K,Blue,44,2650,4218,0.396
3,Less than $40K,Blue,38,2111,4830,0.496
1,Less than $40K,Blue,36,1671,5189,0.627
0,Less than $40K,Blue,36,1621,5247,0.645
3,$40K - $60K,Blue,37,2247,1300,0.465
1,$80K - $120K,Blue,23,14566,4480,0.072
3,$60K - $80K,Blue,36,17391,1248,0.06
4,Unknown,Blue,36,3706,1688,0.281
3,$60K - $80K,Blue,32,5071,3358,0.206
4,$80K - $120K,Silver,27,34516,4654,0.03
3,Unknown,Blue,25,1986,4303,0.525
1,$60K - $80K,Blue,29,19324,1744,0.054
3,$80K - $120K,Blue,21,1804,5308,0.576
0,$60K - $80K,Blue,47,4541,2829,0.228
1,$40K - $60K,Blue,36,2071,4092,0.5
2,Less than $40K,Blue,42,2216,1540,0.467
4,$40K - $60K,Blue,38,12836,2519,0.081
1,$40K - $60K,Blue,25,1935,2498,0.534
1,Unknown,Blue,45,7336,3812,0.141
2,Unknown,Blue,26,2006,5337,0.513
3,$60K - $80K,Blue,36,8290,8980,0.124
4,$80K - $120K,Blue,40,6363,1542,0.162
3,$80K - $120K,Blue,38,12663,3297,0.081
3,Unknown,Blue,21,2348,5125,0.438
3,Less than $40K,Blue,36,2069,4414,0.497
1,$40K - $60K,Blue,50,1438.3,702,0.713
4,$120K +,Blue,40,11962,1907,0.086
2,Less than $40K,Silver,32,12033,12603,0.085
5,$120K +,Blue,32,34516,2436,0.03
4,Less than $40K,Blue,23,1878,4707,0.545
